Current_Occupancy,Queue_Main_In,Queue_Entrance,Queue_Main_Out,Green_T1,Green_T2,Green_T3
37,2,16,6,12,60,10
20,14,8,2,53,12,30
42,3,6,21,10,59,10
15,17,3,28,33,52,10
52,7,7,15,10,58,10
2,16,1,10,55,32,10
65,3,4,17,11,58,10
59,12,17,0,11,60,10
34,23,19,17,35,25,28
42,13,8,2,11,58,10
30,23,9,10,49,22,21
46,25,16,10,10,59,11
16,12,3,12,41,41,12
50,10,10,16,11,60,11
8,6,9,12,18,42,28
65,3,8,8,10,59,12
14,2,18,25,11,48,38
58,6,11,0,10,58,12
1,15,11,3,46,10,34
44,15,0,29,12,60,11
47,26,3,29,10,58,10
2,17,16,13,32,27,30
5,20,9,13,43,28,19
43,29,4,8,11,59,10
